name	group	targetID
Dimethylallyl S-Thiolodiphosphate	experimental	BE0001517
Dimethylallyl S-Thiolodiphosphate	experimental	BE0004050
Dimethylallyl S-Thiolodiphosphate	experimental	BE0004051
S-(2-oxo)pentadecylcoa	experimental	BE0003780
Porphobilinogen	experimental	BE0000050
7-Keto-8-Aminopelargonic Acid	experimental	BE0001519
(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide	experimental	BE0001475
1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea	experimental	BE0001019
7,8-dihydro-7,7-dimethyl-6-hydroxypterin	experimental	BE0001488
Benzoylformic Acid	experimental	BE0003766
(R)-Mandelic acid	experimental	BE0001286
(R)-Mandelic acid	experimental	BE0001498
Formycin	experimental	BE0002007
Formycin	experimental	BE0001128
5'-S-methyl-5'-thioadenosine	experimental	BE0001456
5'-S-methyl-5'-thioadenosine	experimental	BE0001128
2-Phenylamino-Ethanesulfonic Acid	experimental	BE0001530
Protoporphyrin	experimental	BE0000085
2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine	experimental	BE0000048
2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine	experimental	BE0001739
2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine	experimental	BE0000895
CRA-9334	experimental	BE0001739
2-Aminopropanedioic Acid	experimental	BE0001490
3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate	experimental	BE0001270
Irosustat	investigational	BE0000322
Irosustat	investigational	BE0001197
(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine	experimental	BE0001421
Isoamyl alcohol	experimental	BE0000270
2-Amino-6-Chloropyrazine	experimental	BE0001072
Arginineamide	experimental	BE0004502
Calcipotriol	approved	BE0000779
5,10-Methylene-6-Hydrofolic Acid	experimental	BE0001438
5,10-Methylene-6-Hydrofolic Acid	experimental	BE0001492
5,10-Methylene-6-Hydrofolic Acid	experimental	BE0001501
Symmetric dimethylarginine	experimental	BE0001234
(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione	experimental	BE0000960
4,5-Dehydro-D-Glucuronic Acid	experimental	BE0001416
Palmitoyl-Linoleoyl Phosphatidylcholine	experimental	BE0000935
N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine	experimental	BE0001528
4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium	experimental	BE0001583
5-monophosphate-9-beta-D-ribofuranosyl xanthine	experimental	BE0001240
5-monophosphate-9-beta-D-ribofuranosyl xanthine	experimental	BE0000077
3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium	experimental	BE0001534
Methyl Methylsulfinylmethyl Sulfide	experimental	BE0000695
beta-D-galactose 6-phosphate	experimental	BE0001435
Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate	experimental	BE0001494
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate	experimental	BE0001538
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate	experimental	BE0001258
Cyclic GMP	experimental	BE0002085
Cyclic GMP	experimental	BE0004631
Cyclic GMP	experimental	BE0003425
1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid	experimental	BE0000558
Alpha-D-Galactose-1-Phosphate	experimental	BE0001357
2-deoxy-2-fluoro-alpha-D-mannosyl fluoride	experimental	BE0003505
5,6-dihydroxy-NADP	experimental	BE0001545
N-beta-D-glucopyranosylacetamide	experimental	BE0000916
N-beta-D-glucopyranosylacetamide	experimental	BE0000007
5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol	experimental	BE0001497
Heparin Disaccharide I-S	experimental	BE0000975
EM-1745	experimental	BE0000194
5-Iodo-2'-Deoxyuridine-5'-Monophosphate	experimental	BE0001403
1-Hydroxyamine-2-Isobutylmalonic Acid	experimental	BE0001182
Triethylene glycol	experimental	BE0001531
Triethylene glycol	experimental	BE0002730
Triethylene glycol	experimental	BE0002731
2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid	experimental	BE0000791
Carbenoxolone	experimental	BE0001554
Carbenoxolone	experimental	BE0000329
(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid	experimental	BE0001478
Flavin-N7 protonated-adenine dinucleotide	experimental	BE0001550
Deoxyuridine-5'-Triphosphate	experimental	BE0001527
Deoxyuridine-5'-Triphosphate	experimental	BE0001400
Deoxyuridine-5'-Triphosphate	experimental	BE0001489
Deoxyuridine-5'-Triphosphate	experimental	BE0001318
Deoxyuridine-5'-Triphosphate	experimental	BE0001364
(R)-2-Hydroxy-3-Sulfopropanoic Acid	experimental	BE0001437
2-Aminothiazoline	experimental	BE0000263
RU83876	experimental	BE0000838
S-(D-Carboxybutyl)-L-Homocysteine	experimental	BE0000845
NADPH	experimental	BE0001979
NADPH	experimental	BE0001439
NADPH	experimental	BE0001467
NADPH	experimental	BE0001552
NADPH	experimental	BE0000960
NADPH	experimental	BE0000073
Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin	experimental	BE0001553
N-Acetyl-Serine	experimental	BE0000004
Mdl 101,146	experimental	BE0003758
Mdl 101,146	experimental	BE0000394
2-Methoxyestradiol	investigational	BE0002374
2-Methoxyestradiol	investigational	BE0002089
2-Methoxyestradiol	investigational	BE0003543
2-Methoxyestradiol	investigational	BE0001111
2-Methoxyestradiol	investigational	BE0002090
3,6,9,12,15-Pentaoxaheptadecane	experimental	BE0002732
3,6,9,12,15-Pentaoxaheptadecane	experimental	BE0003797
3,6,9,12,15-Pentaoxaheptadecane	experimental	BE0000426
Selenocysteine	experimental	BE0004543
Selenocysteine	experimental	BE0003106
Selenocysteine	experimental	BE0001446
Selenocysteine	experimental	BE0001511
3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside	experimental	BE0001508
2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid	experimental	BE0000829
Monofluorophosphate ion	experimental	BE0000916
N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide	experimental	BE0001116
3-(Benzyloxy)Pyridin-2-Amine	experimental	BE0001019
3-(Benzyloxy)Pyridin-2-Amine	experimental	BE0001680
Heparin Disaccharide Iii-S	experimental	BE0000975
4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine	experimental	BE0001739
Adenosine-5'-Rp-Alpha-Thio-Triphosphate	experimental	BE0002733
LY374571	experimental	BE0000617
9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine	experimental	BE0001120
Bis-Napthyl Beta-Ketophosphonic Acid	experimental	BE0001010
S-Methyl Thiocysteine Group	experimental	BE0001539
Aminobenzoic acid	approved,experimental	BE0009962
2'-Monophosphoadenosine-5'-Diphosphate	experimental	BE0001445
2'-Monophosphoadenosine-5'-Diphosphate	experimental	BE0003317
2'-Monophosphoadenosine-5'-Diphosphate	experimental	BE0002010
2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid	experimental	BE0002014
1,10-Phenanthroline	experimental	BE0001434
1,10-Phenanthroline	experimental	BE0003355
CRA_10762	experimental	BE0001739
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine	experimental	BE0001116
N-Acetyl-L-Citrulline	experimental	BE0001526
Nz-(1-Carboxyethyl)-Lysine	experimental	BE0001460
2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid	experimental	BE0001529
Adenosine monotungstate	experimental	BE0001687
Xylose-Derived Imidazole	experimental	BE0001339
Myricetin	experimental	BE0001315
Myricetin	experimental	BE0004145
D-gluconhydroximo-1,5-lactam	experimental	BE0004338
Guanine	experimental	BE0002734
Guanine	experimental	BE0000250
Guanine	experimental	BE0001556
Guanine	experimental	BE0002009
Guanine	experimental	BE0001055
MMI-175	experimental	BE0000988
Beta-D-Glucose	experimental	BE0000916
Beta-D-Glucose	experimental	BE0001330
Beta-D-Glucose	experimental	BE0001056
Beta-D-Glucose	experimental	BE0001326
Beta-D-Glucose	experimental	BE0002844
Beta-D-Glucose	experimental	BE0002490
Beta-D-Glucose	experimental	BE0002735
Beta-D-Glucose	experimental	BE0002713
Beta-D-Glucose	experimental	BE0002736
Beta-D-Glucose	experimental	BE0002737
Beta-D-Glucose	experimental	BE0002738
Beta-D-Glucose	experimental	BE0002739
Beta-D-Glucose	experimental	BE0002740
Beta-D-Glucose	experimental	BE0002741
Beta-D-Glucose	experimental	BE0002059
Beta-D-Glucose	experimental	BE0002058
Beta-D-Glucose	experimental	BE0004501
Beta-D-Glucose	experimental	BE0001567
Beta-D-Glucose	experimental	BE0001847
Beta-D-Glucose	experimental	BE0001935
Beta-D-Glucose	experimental	BE0004581
Beta-D-Glucose	experimental	BE0001762
Beta-D-Glucose	experimental	BE0001947
Beta-D-Glucose	experimental	BE0001671
Beta-D-Glucose	experimental	BE0001698
Beta-D-Glucose	experimental	BE0001772
Beta-D-Glucose	experimental	BE0004512
Beta-D-Glucose	experimental	BE0001654
Beta-D-Glucose	experimental	BE0001728
Beta-D-Glucose	experimental	BE0001734
Beta-D-Glucose	experimental	BE0004796
Beta-D-Glucose	experimental	BE0001625
Beta-D-Glucose	experimental	BE0002060
Beta-D-Glucose	experimental	BE0001329
Beta-D-Glucose	experimental	BE0002078
Beta-D-Glucose	experimental	BE0001219
Beta-D-Glucose	experimental	BE0004111
Beta-D-Glucose	experimental	BE0002830
Beta-D-Glucose	experimental	BE0002639
Beta-D-Glucose	experimental	BE0003024
Beta-D-Glucose	experimental	BE0003241
Beta-D-Glucose	experimental	BE0003242
Beta-D-Glucose	experimental	BE0002948
Beta-D-Glucose	experimental	BE0002755
Beta-D-Glucose	experimental	BE0004492
Beta-D-Glucose	experimental	BE0004592
Beta-D-Glucose	experimental	BE0003243
Beta-D-Glucose	experimental	BE0003244
Beta-D-Glucose	experimental	BE0003245
Beta-D-Glucose	experimental	BE0003246
Beta-D-Glucose	experimental	BE0001393
Beta-D-Glucose	experimental	BE0003070
Beta-D-Glucose	experimental	BE0001243
Beta-D-Glucose	experimental	BE0003212
Beta-D-Glucose	experimental	BE0004467
Beta-D-Glucose	experimental	BE0003247
Beta-D-Glucose	experimental	BE0000017
Beta-D-Glucose	experimental	BE0001108
Beta-D-Glucose	experimental	BE0002951
Beta-D-Glucose	experimental	BE0001386
Beta-D-Glucose	experimental	BE0003248
Beta-D-Glucose	experimental	BE0001339
Beta-D-Glucose	experimental	BE0002635
Beta-D-Glucose	experimental	BE0001371
Beta-D-Glucose	experimental	BE0003169
Beta-D-Glucose	experimental	BE0001539
Beta-D-Glucose	experimental	BE0003072
Beta-D-Glucose	experimental	BE0001008
Beta-D-Glucose	experimental	BE0001496
Beta-D-Glucose	experimental	BE0004472
Beta-D-Glucose	experimental	BE0001485
Beta-D-Glucose	experimental	BE0003249
Beta-D-Glucose	experimental	BE0004457
Beta-D-Glucose	experimental	BE0003250
Beta-D-Glucose	experimental	BE0001427
Beta-D-Glucose	experimental	BE0003251
Beta-D-Glucose	experimental	BE0001263
Beta-D-Glucose	experimental	BE0003165
Beta-D-Glucose	experimental	BE0001411
Beta-D-Glucose	experimental	BE0001225
Beta-D-Glucose	experimental	BE0001407
Beta-D-Glucose	experimental	BE0001500
Beta-D-Glucose	experimental	BE0001335
Beta-D-Glucose	experimental	BE0001552
Beta-D-Glucose	experimental	BE0001295
Beta-D-Glucose	experimental	BE0000007
Beta-D-Glucose	experimental	BE0001107
Beta-D-Glucose	experimental	BE0000926
Beta-D-Glucose	experimental	BE0001996
Beta-D-Glucose	experimental	BE0002006
Beta-D-Glucose	experimental	BE0002017
nor-NOHA	investigational	BE0000286
Namn	experimental	BE0001229
Namn	experimental	BE0001336
Tolrestat	withdrawn	BE0000747
Tolrestat	withdrawn	BE0004352
Tolrestat	withdrawn	BE0004353
(E)-2-Fluoro-P-Hydroxycinnamate	experimental	BE0001631
Leucine Phosphonic Acid	experimental	BE0003882
Leucine Phosphonic Acid	experimental	BE0001395
Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	experimental	BE0001097
2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One	experimental	BE0000250
D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate	experimental	BE0001073
Oxiranpseudoglucose	experimental	BE0001243
3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol	experimental	BE0001184
Methylethylamine	experimental	BE0004467
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine	experimental	BE0000895
L-Rhamnitol	experimental	BE0001880
ES-936	experimental	BE0001184
4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid	experimental	BE0001448
4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid	experimental	BE0000068
5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine	experimental	BE0001302
5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine	experimental	BE0004001
2-Fluoroaniline	experimental	BE0001248
1-Deoxy-1-Thio-Heptaethylene Glycol	experimental	BE0000426
12-Bromododecanoic Acid	experimental	BE0003957
N-Valeric Acid	experimental	BE0002742
6-O-Cyclohexylmethyl Guanine	experimental	BE0001072
6-O-Cyclohexylmethyl Guanine	experimental	BE0003734
(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol	experimental	BE0001319
(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol	experimental	BE0004187
2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide	experimental	BE0002674
2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2	experimental	BE0000787
Hydroxyethylcysteine	experimental	BE0001907
Cyclo(his-pro)	experimental	BE0001584
N-Octyl-2-Hydroxyethyl Sulfoxide	experimental	BE0001326
N-Octyl-2-Hydroxyethyl Sulfoxide	experimental	BE0004172
N-Octyl-2-Hydroxyethyl Sulfoxide	experimental	BE0003941
(R,R)-2,3-Butanediol	experimental	BE0004530
Ethyl Oxo(Piperidin-1-Yl)Acetate	experimental	BE0001014
[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,	experimental	BE0000623
Uridine-5'-diphosphate-mannose	experimental	BE0001901
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside	experimental	BE0001414
Geldanamycin	experimental,investigational	BE0001898
Geldanamycin	experimental,investigational	BE0001120
Geldanamycin	experimental,investigational	BE0001165
Hexadecyl Octanoate	experimental	BE0002743
Carboxyatractyloside	experimental	BE0000599
2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline	experimental	BE0001555
2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline	experimental	BE0000330
Quinaldic Acid	experimental	BE0001732
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide	experimental	BE0000322
Trehalose-6-Phosphate	experimental	BE0001867
Cytidine-5'-Triphosphate	experimental	BE0002744
Cytidine-5'-Triphosphate	experimental	BE0002745
Cytidine-5'-Triphosphate	experimental	BE0001839
Cytidine-5'-Triphosphate	experimental	BE0001644
Cytidine-5'-Triphosphate	experimental	BE0001661
Cytidine-5'-Triphosphate	experimental	BE0001522
Cytidine-5'-Triphosphate	experimental	BE0001480
Cytidine-5'-Triphosphate	experimental	BE0002020
RU90395	experimental	BE0000838
{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	experimental	BE0001394
{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	experimental	BE0001253
4-(2-Thienyl)Butyric Acid	experimental	BE0001389
Aminomethylcyclohexane	experimental	BE0001291
Aminomethylcyclohexane	experimental	BE0001739
{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid	experimental	BE0000623
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid	experimental	BE0001801
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid	experimental	BE0001535
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid	experimental	BE0000124
3-O-Methylfructose in Linear Form	experimental	BE0001330
2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione	experimental	BE0001405
Dioxyselenocysteine	experimental	BE0001377
Methicillin Acyl-Serine	experimental	BE0001904
2-Deoxy-2-Amino Glucitol-6-Phosphate	experimental	BE0001567
2-Deoxy-2-Amino Glucitol-6-Phosphate	experimental	BE0001626
2-Deoxy-2-Amino Glucitol-6-Phosphate	experimental	BE0001423
Glutamine hydroxamate	experimental	BE0001423
3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione	experimental	BE0000916
N-Tridecanoic Acid	experimental	BE0001640
N-Tridecanoic Acid	experimental	BE0003997
N-Tridecanoic Acid	experimental	BE0003768
3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid	experimental	BE0001116
2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid	experimental	BE0001559
2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid	experimental	BE0003881
B-nonylglucoside	experimental	BE0003895
B-nonylglucoside	experimental	BE0003896
B-nonylglucoside	experimental	BE0003897
B-nonylglucoside	experimental	BE0001200
B-nonylglucoside	experimental	BE0000880
B-nonylglucoside	experimental	BE0003898
B-nonylglucoside	experimental	BE0000683
B-nonylglucoside	experimental	BE0003899
B-nonylglucoside	experimental	BE0003900
B-nonylglucoside	experimental	BE0003901
B-nonylglucoside	experimental	BE0003902
B-nonylglucoside	experimental	BE0001028
B-nonylglucoside	experimental	BE0003903
B-nonylglucoside	experimental	BE0003904
Thymidine 5'-triphosphate	experimental	BE0002493
Thymidine 5'-triphosphate	experimental	BE0001912
Thymidine 5'-triphosphate	experimental	BE0001811
Thymidine 5'-triphosphate	experimental	BE0001910
Thymidine 5'-triphosphate	experimental	BE0004639
Thymidine 5'-triphosphate	experimental	BE0001883
Thymidine 5'-triphosphate	experimental	BE0001782
Thymidine 5'-triphosphate	experimental	BE0001260
Thymidine 5'-triphosphate	experimental	BE0001442
Thymidine 5'-triphosphate	experimental	BE0001218
Antimonous acid	experimental	BE0001885
Aracytidine 5'-monophosphate	experimental	BE0001600
Undecyl-Phosphinic Acid Butyl Ester	experimental	BE0003620
S-(2,4-dinitrophenyl)glutathione	experimental	BE0000807
S-(2,4-dinitrophenyl)glutathione	experimental	BE0001189
4-guanidinobenzoic acid	experimental	BE0001701
Hydrogenobyrinic acid	experimental	BE0001816
S-Methyl Phosphocysteine	experimental	BE0002023
Thiocoumarin	experimental	BE0000005
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine	experimental	BE0001739
Benzylamine	experimental	BE0004529
Benzylamine	experimental	BE0001739
Methoxy arachidonyl fluorophosphonate	experimental	BE0002194
BMS-181156	experimental	BE0000144
L-methionine (S)-S-oxide	experimental	BE0002490
L-methionine (S)-S-oxide	experimental	BE0004533
L-methionine (S)-S-oxide	experimental	BE0002060
L-methionine (S)-S-oxide	experimental	BE0002746
L-methionine (S)-S-oxide	experimental	BE0002747
L-methionine (S)-S-oxide	experimental	BE0001438
12-Phenylheme	experimental	BE0000735
4,6-dideoxy-4-amino-beta-D-glucopyranoside	experimental	BE0001243
D-Glycero-D-Mannopyranose-7-Phosphate	experimental	BE0001887
Nojirimycine Tetrazole	experimental	BE0004338
Nojirimycine Tetrazole	experimental	BE0000916
Nojirimycine Tetrazole	experimental	BE0004111
7,8-dihydroinosine	experimental	BE0002214
6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	experimental	BE0000895
BMSC-0013	experimental	BE0001496
Deoxyamidinoproclavaminic acid	experimental	BE0001314
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide	experimental	BE0001502
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	experimental	BE0000322
(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate	experimental	BE0001417
N-Benzylformamide	experimental	BE0000400
Phosphonothreonine	experimental	BE0001200
Phosphonothreonine	experimental	BE0003761
Phosphonothreonine	experimental	BE0004475
Phosphonothreonine	experimental	BE0001913
Phosphonothreonine	experimental	BE0001652
Phosphonothreonine	experimental	BE0002789
Phosphonothreonine	experimental	BE0002790
Phosphonothreonine	experimental	BE0001385
Phosphonothreonine	experimental	BE0000991
Phosphonothreonine	experimental	BE0000923
Etheno-NAD	experimental	BE0000425
Etheno-NAD	experimental	BE0001241
Cytidine 5'-diphosphoglycerol	experimental	BE0001644
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid	experimental	BE0004564
2-Hydroxyethyl Disulfide	experimental	BE0002281
2-Hydroxyethyl Disulfide	experimental	BE0001248
9-Methylguanine	experimental	BE0001289
(Diaminomethyl-Methyl-Amino)-Acetic Acid	experimental	BE0000714
4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine	experimental	BE0000748
Ghavamiol	experimental	BE0003505
Hydantocidin-5'-phosphate	experimental	BE0001441
(S)-3-phenyllactic acid	experimental	BE0004112
(S)-3-phenyllactic acid	experimental	BE0003823
(S)-3-phenyllactic acid	experimental	BE0003824
(S)-3-phenyllactic acid	experimental	BE0003825
(S)-3-phenyllactic acid	experimental	BE0003826
(S)-3-phenyllactic acid	experimental	BE0003827
(S)-3-phenyllactic acid	experimental	BE0003828
(S)-3-phenyllactic acid	experimental	BE0003829
(S)-3-phenyllactic acid	experimental	BE0003830
(S)-3-phenyllactic acid	experimental	BE0003831
(S)-3-phenyllactic acid	experimental	BE0003832
(S)-3-phenyllactic acid	experimental	BE0003833
(S)-3-phenyllactic acid	experimental	BE0003834
(S)-3-phenyllactic acid	experimental	BE0003835
(S)-3-phenyllactic acid	experimental	BE0003753
9-(4-hydroxybutyl)-N2-phenylguanine	experimental	BE0001403
1-Deoxy-D-xylulose 5-phosphate	experimental	BE0001575
1-Deoxy-D-xylulose 5-phosphate	experimental	BE0001540
L-Alpha-Glycerophosphorylserine	experimental	BE0004149
Carba-nicotinamide-adenine-dinucleotide	experimental	BE0001717
Dinor-N(Omega)-Hydroxy-L-Arginine	experimental	BE0000286
6-(Dihydroxy-Isobutyl)-Thymine	experimental	BE0001403
N(2)-succinyl-L-arginine	experimental	BE0001871
4-(Carboxyvin-2-Yl)Phenylboronic Acid	experimental	BE0001358
[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid	experimental	BE0001640
N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)	experimental	BE0001694
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	experimental	BE0003810
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	experimental	BE0003750
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	experimental	BE0002326
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	experimental	BE0003749
2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	experimental	BE0003811
Isopentyl Pyrophosphate	experimental	BE0001517
Isopentyl Pyrophosphate	experimental	BE0000776
Isopentyl Pyrophosphate	experimental	BE0002499
Isopentyl Pyrophosphate	experimental	BE0004143
Farnesol	experimental	BE0002196
Farnesol	experimental	BE0001777
5'-O-(L-Prolylsulfamoyl)adenosine	experimental	BE0000188
2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine	experimental	BE0001831
1,6-Fructose Diphosphate (Linear Form)	experimental	BE0001683
1,6-Fructose Diphosphate (Linear Form)	experimental	BE0004565
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate	experimental	BE0001349
sn-glycerol 3-phosphate	experimental	BE0001073
sn-glycerol 3-phosphate	experimental	BE0004565
sn-glycerol 3-phosphate	experimental	BE0001540
sn-glycerol 3-phosphate	experimental	BE0001256
(R)-carnitinyl-CoA betaine	experimental	BE0001666
D-Glutamic Acid	experimental	BE0001346
N-Acetylalanine	experimental	BE0000747
Indirubin-5-sulphonate	experimental	BE0000916
Indirubin-5-sulphonate	experimental	BE0001827
Flaviolin	experimental	BE0002707
Flaviolin	experimental	BE0004037
Phosphonopyruvate	experimental	BE0001894
2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)	experimental	BE0001431
CRA_10655	experimental	BE0001739
CRA_10655	experimental	BE0000895
Cyclic adenosine monophosphate	experimental	BE0004631
Cyclic adenosine monophosphate	experimental	BE0003425
Cyclic adenosine monophosphate	experimental	BE0004497
Cyclic adenosine monophosphate	experimental	BE0002794
Cyclic adenosine monophosphate	experimental	BE0002795
Cyclic adenosine monophosphate	experimental	BE0002013
Tetrazolyl Histidine	experimental	BE0004467
(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid	experimental	BE0001667
gamma-Aminobutyric acid	approved,investigational	BE0000347
gamma-Aminobutyric acid	approved,investigational	BE0000217
gamma-Aminobutyric acid	approved,investigational	BE0002340
Isobutyric acid	experimental	BE0002742
2,4,6-Triaminoquinazoline	experimental	BE0001467
2,4,6-Triaminoquinazoline	experimental	BE0003983
2-Allylphenol	experimental	BE0001248
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide	experimental	BE0000322
